Marca,Nome do Produto,EAN,Preço com Desconto,Preço sem Desconto,Valor do Desconto
SUPERA,Rehidrat 50 com 4 Envelopes - Supera,7891317007454,32.59,36.21,3.62
FARMOQUIMICA,"Pulmicort 0,25mg com 5 Flaconetes - Astrazeneca",7896206402013,50.35,57.22,6.87
MYLAN,Reparil Gel com 30g - Mylan,7898560661563,32.59,36.21,3.62
BAYER RX,Protovit Plus com 20ml - Bayer,7891106006132,23.64,26.27,2.63
PHARMASCIENCE,Resfedryl com 100ml - Pharmascience,7898014560268,25.31,25.31,0.0
HERTZ P-1,Resfenol Solução de Uso Oral com 100ml - Hertz,7896331701661,32.47,32.47,0.0
SANOFI RX,Puran T4 175mcg com 30 Comprimidos - Sanofi,7897595901576,24.66,33.73,9.07
SIGMA PHARMA RX,Propranolol 40mg com 30 Comprimidos - Sigma Pharma,7894916550055,12.85,16.45,3.6
SIGMA PHARMA RX,Propranolol 10mg com 30 Comprimidos - Sigma Pharma,7894916550048,8.12,10.3,2.18
PFIZER,Provera 10mg com 14 Comprimidos - Pfizer,7891268106213,35.37,44.32,8.95
FARMOQUIMICA,Prolopa 250mg com 30 Comprimidos - Roche,7896226500515,104.57,128.04,23.47
FARMOQUIMICA,"Reduclim 1,25mg com 35 Comprimidos - Farmoquímica",7898040322199,78.55,95.95,17.4
FARMOQUIMICA,Prolopa Dispersível 100/25mg com 30 Comprimidos - Roche,7896226503721,78.03,95.05,17.02
NEO QUIMICA GENERICO,Propionato de Clobetasol Pomada 30g - Neo Química Genérico,7896714207018,18.33,22.3,3.97
FARMOQUIMICA,Prolopa HBS 125mg com 30 Cápsulas - Roche,7896226500362,78.79,95.05,16.26
SUPERA,Remeron 30mg com 30 Comprimidos - Supera,7897337716666,266.5,318.67,52.17
SUPERA,Remeron 15mg com 30 Comprimidos - Supera,7897337716635,132.81,159.24,26.43
APSEN,Retemic Xarope 120ml - Apsen,7896637022576,50.23,59.83,9.6
GSK STIEFEL,Psorex Pomada 30g - GSK,7896269900631,43.63,51.33,7.7
SANOFI RX,Profenid Injetável 100mg com 6 Ampolas - Sanofi,7896070601871,34.32,39.91,5.59
ACHE RX,Remilev 250/60mg com 20 Comprimidos - Ache,7896658004810,64.67,75.2,10.53
BIOLAB RX,Propilracil 100mg 30 Comprimidos - Biolab,7896241279908,28.57,33.22,4.65
SIGMA PHARMA RX,Propranolol 80mg com 30 Comprimidos - Sigma Pharma,7894916550062,22.89,26.71,3.82
SANOFI RX,Profenid 50mg com 24 Comprimidos - Sanofi,7896070601703,57.22,66.54,9.32
SANOFI RX,Profenid Enter 100mg com 20 Comprimidos - Sanofi,7896070601765,69.39,80.69,11.3
EUROFARMA RX,Proflam Creme com 30g - Eurofarma,7891317412661,42.9,49.88,6.98
SANOFI RX,Profenid Gotas 2% 20ml - Sanofi RX,7891058002008,37.81,43.34,5.53
CIFARMA,Pyverm 40ml - Cifarma,7908020502715,35.48,40.24,4.76
BAYER OTC,Redoxon 2g com 10 Comprimidos Efervescentes - Bayer,7891106006262,24.78,27.53,2.75
EMS,Rinosoro SIC Spray - 50ml,7897322704944,30.82,34.24,3.42
SIGMA PHARMA RX,Proflox 500mg com 14 Comprimidos - Sigma Pharma,7894916501927,47.2,49.68,2.48
BIOLAB RX,Quinoflox 500mg com 14 Comprimidos - Biolab,7896241243558,41.33,43.51,2.18
SIGMA PHARMA RX,Proflox 500mg com10 Comprimidos - Sigma Pharma,7894916502320,41.28,43.45,2.17
EMS,Quadriderm Pomada 20g - Hypera,7891142180773,57.07,60.07,3.0
EMS,Quadriderm Creme 20g - Hypera,7891142180766,56.88,59.87,2.99
GERMED GENERICO,Rifamicina Spray 20ml - Germed Genérico,7896004710433,25.11,25.11,0.0
ROCHE,"Rivotril SL 0,25mg com 30 Comprimidos - Roche",7898581710462,8.48,9.82,1.34
EUROFARMA RX,Selene com 21 Drágeas - Eurofarma,7891317465667,27.6,35.58,7.98
GSK OTC,Sal de Fruta Eno Sabor Tradicional com 2 Envelopes de 5g cada - GSK,7896015560027,4.6,4.6,0.0
GSK OTC,Sal de Fruta Eno Sabor Tradicional com 100g - GSK,7896015560300,24.86,28.91,4.05
EUROFARMA RX,Selene com 63 Drágeas - Eurofarma,7891317465650,57.28,73.5,16.22
MEDLEY GENERICOS,Secnidazol 1000mg com 2 Comprimidos - Medley Genérico,7896422505680,14.99,24.14,9.15
GERMED GENERICO,Risperidona Gotas 30ml - Germed Genérico,7896004721248,46.98,56.92,9.94
GSK OTC,Sal de Fruta Eno Sabor Limão - 100g,7896015518370,24.86,28.91,4.05
HISAMITSU,Salonpas Adesivo Tamanho Pequeno com 4 Unidades - Hisamitsu,7896227800799,4.69,4.94,0.25
ACNASE,Scalid 100mg com 12 Comprimidos - União Química,7896006274506,11.9,20.13,8.23
GSK OTC,Sal de Fruta Eno Sabor Laranja com 100g - GSK,7896015560331,24.86,28.91,4.05
HERTZ P-2,Ritmoneuran RTM com 20 Cápsulas - Hertz,7896331703924,20.99,36.15,15.16
M S D ORGANON,"Sandrena 1,0mg com 28 Sachês - M S D",7897337716680,68.65,92.33,23.68
ROCHE,Rivotril Gotas 20ml - Roche,7898581710455,25.78,30.62,4.84
GSK OTC,Sal de Fruta Eno Sabor Laranja com 2 Envelopes de 5g cada - GSK,7896015560034,4.6,4.6,0.0
ROCHE,"Rivotril 2,0mg com 30 Comprimidos - Roche",7898581710424,28.71,34.04,5.33
GSK OTC,Sal de Fruta Eno Sabor Guaraná com 100g -  GSK,7896015517045,24.86,28.91,4.05
HERTZ P-2,Sanasar Sabonete - 80g,7896331700121,16.02,20.4,4.38
GALDERMA,Gel Rozex - 30g,7897930760172,92.9,115.9,23.0
NOVARTIS RX,Ritalina la 10mg com 30 Cápsulas - Novartis,7896261017177,116.41,136.95,20.54
EMS,Rinosoro SIC Spray Infantil com 50ml - Hypera,7897322706658,31.75,35.28,3.53
EMS,Rinosoro Solução de Uso Nasal com 30ml - Hypera,7897322702032,19.33,22.48,3.15
HISAMITSU,Salonpas Gel com 20g - Hisamitsu,7896227800089,18.64,19.62,0.98
GSK OTC,Sal de Fruta Eno Sabor Limão em 2 Envelopes de 5g cada - GSK,7896015518486,4.6,4.6,0.0
GSK OTC,Sal de Fruta Eno Sabor Guaraná com 2 Envelopes de 5g cada - GSK,7896015517014,4.6,4.6,0.0
FARMAX,Sal Amargo Farmax - 30g,7896902206458,4.49,4.49,0.0
LIBBS,Salsep Spray - 50ml,7896094201514,22.44,24.93,2.49
EMS GENERICO,Risperidona Gotas 30ml - EMS Genérico,7896004721255,41.0,62.8,21.8
JANSSEN,"Risperdal 0,5mg com 10 Comprimidos - Janssen",7896212424023,35.1,40.79,5.69
FARMOQUIMICA,Roacutan 20mg com 30 Cápsulas - Roche,7896226500027,248.34,291.25,42.91
M S D ORGANON,"Sandrena 0,5mg com 28 Sachês - M S D",7897337716703,33.7,50.54,16.84
NOVARTIS RX,Ritalina LA 40mg com 30 Cápsulas - Novartis,7896261006874,342.11,402.48,60.37
SIGMA PHARMA RX,Risedross 35mg com 4 Comprimidos - Sigma Pharma,7894916505178,59.46,77.36,17.9
HISAMITSU,Salonpas Adesivo Tamanho Grande - 2 Uni,7896227800812,9.37,9.86,0.49
ASTRAZENECA,Selozok 100mg com 30 Comprimidos - Astrazeneca,7896206402877,102.77,132.69,29.92
SUPERA,Risperidon 1mg com 30 Comprimidos - Supera,7896676412208,62.22,74.4,12.18
FARMOQUIMICA,Rohypnol mg com 30 Comprimidos - Farmoquímica,7898040324261,27.2,32.26,5.06
NOVARTIS RX,Ritalina LA 30mg com 30 Cápsulas - Novartis,7896261006867,325.86,383.37,57.51
MERCK RX,Roxflan 10mg com 30 Comprimidos - Merck,7891721012976,49.27,59.76,10.49
SIGMA PHARMA RX,Rohydorm 2mg com 20 Comprimidos - Sigma Pharma,7894916501255,27.0,34.09,7.09
SUPERA,Roxetin 20mg com 30 Comprimidos - Supera,7896676436266,114.92,139.76,24.84
MERCK RX,Roxflan 5mg com 30 Comprimidos - Merck,7891721012969,25.4,30.23,4.83
NOVARTIS RX,Ritalina LA 20mg com 30 Cápsulas - Novartis,7896261006850,310.34,365.11,54.77
ABBOTT RX,Ritmonorm 300mg com 30 Comprimidos - Abbott,7896255764384,124.83,146.86,22.03
EMS GENERICO,Atorvastatina Cálcica 20mg com 30 Comprimidos - EMS Genérico,7896004729435,22.49,77.49,55.0
ASTRAZENECA,Selozok 25mg com 30 Comprimidos - Astrazeneca,7896206402853,23.57,40.34,16.77
UNIAO QUIMICA GENOM,Slow-K 600mg com 20 Drágeas - GSK,7896006219545,18.4,19.37,0.97
ASTRAZENECA,Selozok 50mg com 30 Comprimidos - Astrazeneca,7896206402860,67.49,80.96,13.47
ACHE OTC,Sorine Gotas - 30ml,7896658000652,23.55,27.38,3.83
HEBRON/QUESALON,Bromelin Própolis Spray - 50ml,7896685300497,65.08,77.9,12.82
TAKEDA,Siilif 100mg com 30 Comprimidos - Takeda,7896641806407,94.73,108.14,13.41
GSK OTC,Sonrisal Tradicional com 2 Comprimidos Efervescentes - GSK,7896015520533,2.93,2.93,0.0
GSK RX,Seretide Diskus 50/250 com 60 Doses - GSK,7896269901720,160.75,189.12,28.37
M S D,Singulair 10mg com 30 Comprimidos - M S D,7897337706568,74.94,88.17,13.23
BOEHRINGER,Spiriva Respimat Aero 4ml - Boehringer,7896026302999,429.48,505.27,75.79
GSK RX,Seretide Spray 25/125mcg com 120 Doses - GSK,7896269955204,160.75,189.12,28.37
GSK RX,Seretide Spray 25/250mcg com 120 Doses - GSK,7896269955372,261.21,307.3,46.09
ACHE OTC,Sorine Infantil em Gotas - 30ml,7896658012303,15.08,17.53,2.45
SANOFI RX,Socian 50mg com 20 Comprimidos - Sanofi,7897595901842,123.07,142.47,19.4
SIGMA PHARMA RX,Somalgin Cardio 325 com 32 Comprimidos - Sigma Pharma,7894916207546,37.51,46.63,9.12
SIGMA PHARMA RX,Somalgin Cardio 200 com 32 Comprimidos - Sigma Pharma,7894916503419,25.41,31.51,6.1
ACHE OTC,Sorine SSC Spray - 50ml,7896658020315,24.04,27.95,3.91
EUROFARMA RX,Sibus 10mg com 30 Comprimidos - Eurofarma,7891317481650,46.07,55.45,9.38
LIBBS,Stavigile 200mg com 30 Comprimidos - Libbs,7896094207349,280.05,334.85,54.8
TAKEDA,Siilif 100mg com 60 Comprimidos - Takeda,7896641806414,172.2,196.45,24.25
SUPERA,Simeco Ssupensão Plus 240ml - Supera,7891317020101,54.93,61.03,6.1
BIOSINTETICA,Somalium 3mg com 30 Comprimidos - Ache,7896658008450,29.28,34.71,5.43
VALEANT,Solaquin Creme 30g - Valeant,7896862993122,79.89,92.89,13.0
GSK OTC,Sonrisal Sabor Limão com 2 Comprimidos Efervescentes - GSK,7896015525231,2.93,2.93,0.0
GSK OTC,Sonridor Caf com 2 Comprimidos Efervescentes - GSK,7896015517106,9.19,9.19,0.0
BALDACCI,Sinvascor 40mg com 30 Comprimidos - Baldacci,7897851250622,29.58,41.09,11.51
BALDACCI,Sinvascor 20mg com 30 Comprimidos - Baldacci,7897851250530,16.24,22.26,6.02
LIBBS,Siblima com 24 Comprimidos - Libbs,7896094201453,36.71,44.9,8.19
BALDACCI,Sinvascor 10mg com 30 Comprimidos - Baldacci,7897851250394,16.33,20.03,3.7
JANSSEN,Sporanox Pulso 100mg com 28 Cápsulas - Janssen,7896212427185,410.82,499.88,89.06
BIOSINTETICA,Somalium 6mg com 30 Comprimidos - Ache,7896658008467,46.35,55.46,9.11
SIGMA PHARMA RX,Sinvalip 20mg 30 Comprimidos - Sigma Pharma,7894916206860,47.31,56.85,9.54
BOEHRINGER,"Sifrol 0,25mg com 30 Comprimidos - Boehringer",7896026301381,125.09,147.87,22.78
GSK RX,Seretide Spray 25/50mcg com 120 Doses - GSK,7896269955136,134.94,158.75,23.81
ACHE OTC,Sintocalmy 300mg com 20 Comprimidos - Ache,7896658012341,42.82,49.79,6.97
TAKEDA,Siilif 50mg com 30 Comprimidos - Takeda,7896641806360,82.02,94.56,12.54
ASTRAZENECA,Seroquel 25mg com 14 Comprimidos - Astrazeneca,7896206402884,90.39,104.16,13.77
SIGMA PHARMA RX,Sigma-Clav BD 875/125mg com 14 Comprimidos - Sigma Pharma,7894916503198,89.76,102.0,12.24
ACHE RX,Soyfemme 150mg com 30 Cápsulas - Ache,7896658006005,127.11,143.86,16.75
GROSS,Sepurin - 20 drágeas,7892828001405,44.2,49.11,4.91
BIOLAB RX,Sinustrat Vasoconstrutor com 10 ml - Biolab,7896082900269,17.06,18.96,1.9
EMS GENERICO,Pomada Sulfato de Neomicina + Bacitracina Zíncica 15g - Ems Genérico,7896004715902,10.54,12.73,2.19
BIOLAB RX,Stele Creme de Uso Vaginal - 50g,7896112400608,54.0,67.17,13.17
SIGMA PHARMA RX,Sucrafilm 2g com 20 Flaconetes - Sigma Pharma,7894916500746,100.93,117.36,16.43
ALLERGAN,Still Colírio 5ml - Allergan,7897316802335,20.84,21.94,1.1
JANSSEN,Stugeron 25mg com 30 Comprimidos - Janssen,7896212478972,23.35,27.15,3.8
JANSSEN,Stugeron 75mg com 30 Comprimidos - Janssen,7896212479689,32.58,37.88,5.3
MEDLEY GENERICOS,Pomada Sulfato de Neomicina + Bacitracina Zíncica 15g - Medley Genéricos,7896422504454,5.18,13.08,7.9
BIOLAB RX,"Tantin 0,06mg/0,015mg com 28 Comprimidos - Biolab",7896112424123,23.01,29.1,6.09
EUROFARMA RX,Tamisa 20mcg com 21 Comprimidos - Eurofarma,7891317465049,29.9,38.32,8.42
FARMOQUIMICA,Sustrate 10mg com 50 Comprimidos - Farmoquímica,7898040323141,28.16,38.27,10.11
CASA GRANADO,Supositório de Glicerina Granado - 12 Uni,7896512901392,18.5,26.99,8.49
MEDLEY GENERICOS,Pomada Sulfato de Neomicina + Bacitracina Zíncica 50g - Medley Genérico,7896422504478,22.44,28.16,5.72
EUROFARMA RX,Tamisa 30mcg com 21 Comprimidos - Eurofarma,7891317009717,29.74,38.32,8.58
ALCON,Systane UL - 10ml,7896548197738,54.21,63.78,9.57
CANINHA,Systen Conti com 8 Adesivos - Theramex,5060632508508,135.91,166.68,30.77
ABBOTT RX,Synthroid 125mcg com 30 Comprimidos - Abbott,7896255700054,47.56,57.09,9.53
BIOLAB RX,Tapazol 5mg com 100 Comprimidos - Biolab,7896241231616,29.43,38.1,8.67
EUROFARMA RX,Tamisa 20mg com 63 Comprimidos - Eurofarma,7891317465032,71.09,91.1,20.01
ABBOTT RX,Synthroid 112mcg com 30 Comprimidos - Abbott,7896255700283,45.47,54.43,8.96
BIOLAB RX,Suprema 2mg/1mg com 28 Comprimidos - Biolab,7896241265543,37.18,49.07,11.89
EUROFARMA RX,Tamisa 30mg com 63 Comprimidos - Eurofarma,7891317009724,70.28,91.1,20.82
ABBOTT RX,Synthroid 50mcg com 30 Comprimidos - Abbott,7896255716956,36.8,44.87,8.07
SIGMA PHARMA RX,"Tenadren 40/12,5mg com 30 Comprimidos - Sigma Pharma",7894916503389,12.47,15.18,2.71
ASEPXIA,Targifor + C com 16 Comprimidos Efervescentes - Sanofi,7891058021931,41.31,45.9,4.59
NOVARTIS RX,Tegretol 200mg com 60 Comprimidos - Novartis,7896261005181,80.56,93.23,12.67
EMS,Sulpan com 20 Cápsulas - Hypera,7896094928114,35.39,43.17,7.78
BIOSINTETICA GENERICO,Tartarato de Metoprolol 100mg com 30 Comprimidos - Biosintetica Genérico,7896181906612,18.51,33.11,14.6
CASA GRANADO,Supositório de Glicerina Granado Infantil - 12 Uni,7896512901408,16.93,25.99,9.06
MARJAN,Takil Creme Vaginal 35g - Marjan,7896226102351,87.69,101.97,14.28
CANINHA,Systen Sequi com 8 Adesivos - Theramex,5060632508515,125.86,152.7,26.84
FARMOQUIMICA,Symbicort Turbuhaler 6/100 com 60 Doses - Astrazeneca,7896206402204,137.79,162.11,24.32
ABBOTT RX,Synthroid 137mg com 30 Comprimidos - Abbott,7896255762205,47.68,59.4,11.72
ABBOTT RX,Synthroid 88mcg com 30 Comprimidos - Abbott,7896255700276,42.39,51.17,8.78
ABBOTT RX,Synthroid 100 mcg com 30 Comprimidos - Abbott,7896255716970,41.4,52.06,10.66
ABBOTT RX,Synthroid 75mcg com 30 Comprimidos - Abbott,7896255716963,41.63,50.28,8.65
LIBBS,Sumax 50mg com 2 Comprimidos - Libbs,7896094200432,24.4,27.11,2.71
FARMOQUIMICA,Symbicort Turbuhaler 6/200 com 60 Doses - Astrazeneca,7896206402211,114.8,135.06,20.26
UNIAO QUIMICA GENOM,Teflan 20mg com 10 Comprimidos - União Química,7896006219095,47.05,54.71,7.66
ABBOTT RX,Synthroid 175mg com 30 Comprimidos - Abbott,7896255700245,56.0,67.66,11.66
NOVARTIS RX,Tegretol CR 400mg com 60 Comprimidos - Novartis,7896261005747,191.03,224.74,33.71
ACHE RX,Tandrilax com 15 Comprimidos - Ache,7896658004704,16.61,18.45,1.84
LIBBS,Sumax 25mg com 4 Comprimidos - Libbs,7896094201064,29.21,32.46,3.25
ACNASE,Tandriflan com 30 Comprimidos - União Química,7896006234517,11.89,38.13,26.24
NOVARTIS RX,Tegretol CR 400mg com 20 Comprimidos - Novartis,7896261000124,63.67,74.9,11.23
ABBOTT RX,Synthroid 25mcg com 30 Comprimidos - Abbott,7896255716949,32.19,39.56,7.37
NOVARTIS RX,Tegretol Xarope 100ml - Novartis,7896261000742,0,0,0
FARMOQUIMICA,Symbicort Turbuhaler 12/400mcg com 60 doses - Astrazeneca,7896206402433,181.16,213.13,31.97
NOVARTIS RX,Tegretol CR 200mg com 60 Comprimidos - Novartis,7896261005198,75.84,89.22,13.38
NOVARTIS RX,Tegretol 200mg com 20 Comprimidos -  Novartis,7896261000094,27.96,32.78,4.82
EMS,Tamarine 6mg - 20 cápsulas,7896179850040,79.5,92.44,12.94
EMS GENERICO,Sulfametoxazol + Trimetoprima Suspensão de Uso Oral 100ml - EMS Genérico,7896004703732,15.64,17.9,2.26
LIBBS,Sumax 100mg com 2 Comprimidos - Libbs,7896094200340,44.71,49.68,4.97
NOVARTIS RX,Tegretol 400 mg com 20 Comprimidos - Novartis,7896261000100,58.5,65.22,6.72
ACHE RX,Tandrilax com 30 Comprimidos - Ache,7896658001666,31.8,35.33,3.53
LIBBS,"Sumax Injetável 6mg com 1 Seringa 0,5ml - Libbs",7896094200357,76.26,84.73,8.47
EUROFARMA RX,Tamiram 500mg com 10 Comprimidos - Eurofarma,7891317003739,158.36,175.96,17.6
EUROFARMA RX,Tamiram 500mg com 7 Comprimidos - Eurofarma,7891317003715,110.9,123.22,12.32
UNIAO QUIMICA GENOM,Tess com 21 Comprimidos - União Química,7896006221043,20.75,27.3,6.55
ABBOTT RX,Teolong 200mg com 30 Cápsulas - Abbott,7896255717724,33.47,40.3,6.83
ARESE,Tericin AT 1 Bisnaga com 45g de Creme de Uso Vaginal - Arese,7899824400911,70.52,78.35,7.83
SIGMA PHARMA RX,Tenadren 80/25mg com 30 Comprimidos - Sigma Pharma,7894916550123,21.26,27.59,6.33
M S D,"Timoptol XE Colírio 0,50% 5ml - M S D",7898586631397,67.52,76.37,8.85
ABBOTT RX,Teolong 100mg com 30 Cápsulas - Abbott,7896255717717,21.32,25.4,4.08
MERCK RX,Thioctacid 600mg com 30 Comprimidos - Merck,7898560665097,186.89,221.33,34.44
GALDERMA,Tetralysal 300mg com 28 Cápsulas - Galderma,7897930761322,288.9,341.98,53.08
MYRALIS,Tensart Xarope com 100ml - Myralis,7898430192708,58.08,67.54,9.46
MYRALIS,Tensart 360mg com 30 Comprimidos - Myralis,7898430192685,59.73,69.45,9.72
THERASKIN,Therapsor Solução Capilar 25ml - Theraskin,7897129304200,36.82,40.91,4.09
GALDERMA,Tetralysal 300mg com 16 Cápsulas - Galderma,7897930760691,206.26,217.12,10.86
NEO QUIMICA SIMILAR,Torsilax - 30 Comprimidos,7896714200804,12.99,27.79,14.8
EUROFARMA GENERICO,Topiramato 25mg com 60 Comprimidos - Eurofarma Genérico,7891317434328,39.04,96.96,57.92
EUROFARMA GENERICO,Topiramato 50mg com 60 Comprimidos - Eurofarma Genérico,7891317434335,77.83,175.46,97.63
EMS GENERICO,Topiramato 100mg com 60 Comprimidos - EMS Genérico,7896004713007,71.86,257.48,185.62
SIGMA PHARMA RX,Toragesic 10mg com 10 Comprimidos Sublinguais - Sigma Pharma,7894916516006,26.46,49.39,22.93
JJ OTC,Tylenol Sinus 500mg com 24 Comprimidos - JJ,7896212415618,20.44,23.77,3.33
BESINS,Utrogestan 100mg com 30 Compirmidos - Bensins,7898948648131,71.39,83.01,11.62
SIGMA PHARMA RX,Tropinal com 20 Comprimidos - Sigma Pharma,7894916208154,23.63,26.25,2.62
PHARLAB,Tricortid Creme com 30g - Pharlab,7898216361021,20.49,37.13,16.64
APSEN,Uro Vaxom 6mg com 30 Comprimidos - Apsen,7896637023580,139.41,164.91,25.5
MARJAN,Trivagel N Creme 60g - Marjan,7896226102504,76.19,95.55,19.36
UNIAO QUIMICA GENOM,Triquilar com 21 Drágeas - União Química,7896006201977,9.16,13.09,3.93
EUROFARMA RX,Trok G Creme 30g - Eurofarma,7891317452650,31.38,33.03,1.65
EUROFARMA RX,Trok Pomada 30g - Eurofarma,7891317025540,34.71,40.36,5.65
JJ OTC,Tylenol Bebê em Gotas 100mg com 15ml - JJ,7891010255909,51.85,57.61,5.76
EUROFARMA RX,Trok N Creme 30g - Eurofarma,7891317445737,36.03,41.9,5.87
APSEN,Unoprost 2mg com 30 Comprimidos - Apsen,7896637022910,27.71,35.13,7.42
LIBBS,Topison Creme 1mg/g 20g - Libbs,7896094201767,64.68,71.87,7.19
EUROFARMA RX,Trok-N Pomada 30g - Eurofarma,7891317445744,36.03,41.9,5.87
EUROFARMA RX,Trok-N Pomada 10g - Eurofarma,7891317412555,18.68,20.76,2.08
ABBOTT RX,Trombofob Gel - 40g,7896255717885,29.11,32.34,3.23
FARMOQUIMICA,Ultrafer 30ml - Farmoquímica,7898040322120,44.16,49.07,4.91
ALCON,Tobradex Colírio 5ml - Alcon,7896548112908,45.02,47.39,2.37
ALCON,Tobrex Colírio 5ml - Alcon,7896548112717,37.09,39.04,1.95
GERMED GENERICO,Topiramato 50mg com 60 Comprimidos - Germed Genérico,7896004713052,54.9,175.46,120.56
FARMAX,Tintura Iodo Farmax 2% - 30ml,7896902218567,7.99,7.99,0.0
BAGO,Tiorfan 100mg com 9 Cápsulas - Bago,7898906376410,48.14,55.98,7.84
NIKKHO - ZYDUS,Transamin com 12 Comprimidos - Zydus,7897460401668,74.0,82.22,8.22
EUROFARMA RX,Trok Creme Bisnaga com 10g - Eurofarma,7891317025564,18.26,20.29,2.03
EUROFARMA RX,Trok G Pomada 30g - Eurofarma,7891317452933,31.38,33.03,1.65
SIGMA PHARMA RX,Toragesic 20mg Gotas 10ml - Sigma Pharma,7894916501668,64.06,74.49,10.43
NOVARTIS RX,Trileptal 300mg com 60 Comprimidos - Novartis,7896261005372,195.85,230.41,34.56
EUROFARMA RX,Trok Creme 30g - Eurofarma,7891317025571,34.71,40.36,5.65
JJ OTC,Tylenol Infantil em Gotas 200mg com 15ml - JJ,7891010255947,40.66,45.18,4.52
CRISTALIA/LATINOFARMA,Tramadon 100mg com 10 Comprimidos - Cristalia/Latinofarma,7896676432602,78.31,91.06,12.75
BAGO,Tiorfan 30mg com 18 Envelopes - Bago,7898906376465,55.71,64.78,9.07
CELLERA,Tylex 30mg com 12 Comprimidos - Cellera,7893454714851,41.8,46.44,4.64
JJ OTC,Tylenol 750mg com 20 Comprimidos - JJ,7891010256708,39.59,43.99,4.4
EUROFARMA RX,Trok N Creme 10g - Eurofarma,7891317412531,19.64,21.82,2.18
CRISTALIA/LATINOFARMA,Tramadon 50mg com 10 Cápsulas - Cristalia/Latinofarma,7896676406122,42.53,47.25,4.72
ACNASE,Topcoid Gel com 40g - União Química,7896006280507,27.49,28.1,0.61
CRISTALIA/LATINOFARMA,"Tobracin Pomada Oftálmica 3,5g - Cristalia/Latinofarma",7896676433425,45.95,48.37,2.42
NOVARTIS RX,Trileptal 300mg com 20 Comprimidos - Novartis,7896261000834,68.02,80.02,12.0
APSEN,Unoprost 1mg com 20 Comprimidos - Apsen,7896637022750,51.98,68.61,16.63
TORRENT,Torval CR 500mg com 30 Comprimidos - Torrent,8902220105935,65.91,81.12,15.21
APSEN,Unoprost 4mg com 30 Comprimidos - Apsen,7896637023849,44.13,54.29,10.16
TORRENT,Torval CR 300mg com 30 Comprimidos - Torrent,8902220106024,39.52,48.57,9.05
NOVARTIS RX,Trileptal Suspensão Oral 100ml - Novartis,7896261011106,77.49,91.16,13.67
ALCON,"Travatan 0,004% Bak-Free 2,5ml - Alcon",7896548198636,155.93,183.45,27.52
BIOLAB RX,Triazol 150mg com 2 Cápsulas - Biolab,7896112493440,48.96,56.93,7.97
GRUNENTHAL,Tramal 50mg com 10 Cápsulas - Grunenthal,7898582380756,67.09,78.01,10.92
SIGMA PHARMA RX,Tropinal Solução 15ml - Sigma Pharma,7894916208833,25.44,28.27,2.83
CELLERA,"Tylex 7,5mg com 12 Comprimidos - Cellera",7893454714844,30.32,33.69,3.37
EUROFARMA RX,Trok Pomada 10g - Eurofarma,7891317025533,17.75,19.72,1.97
JJ OTC,Tylenol Criança com 60ml - JJ,7891010255923,50.7,56.33,5.63
BIOLAB RX,Triazol 150mg com 1 Cápsula - Biolab,7896112492740,31.27,34.74,3.47
ALCON,"Tobrex Pomada Oftálmica 3,5g - Alcon",7896548198162,47.07,49.55,2.48
MOMENTA,Triaxin 1g Injetável Intramuscular com 1 Ampola - Momenta,7891317016029,43.17,45.44,2.27
JANSSEN,Topamax 25mg c/60 cpr,7896212429646,238.36,238.36,0.0
THERASKIN,Vitacid Gel 25g - Theraskin,7897129300516,39.94,44.38,4.44
THERASKIN,Vitacid Creme 25g - Theraskin,7897129300509,57.09,63.43,6.34
GSK STIEFEL,"Vitanol A Creme 0,1% 30g - GSK",7896015591656,62.83,73.06,10.23
EUROFARMA RX,Zart 50mg com 30 Comprimidos - Eurofarma,7891317425869,7.94,14.0,6.06
BIOLAB RX,Vasopril 10mg com 30 Comprimidos - Biolab,7896241293669,7.25,39.45,32.2
NEO QUIMICA GENERICO,Valerato de Betametasona Creme 30gr - Neo Química Genérico,7896714205861,15.0,25.63,10.63
CIMED,Valerimed 50mg com 20 Comprimidos - Cimed,7896523206547,18.57,25.89,7.32
CIFARMA SIMILAR,Varicoss 15mg + 90mg com 60 Drágeas - Cifarma,7898158693709,54.88,102.77,47.89
BAUSCH  LOMB,Vidisic Gel Oftálmico - 10g,7896046300067,48.86,56.81,7.95
THERASKIN,Verrux - 10ml,7897129300134,68.32,77.9,9.58
PROCTER  GAMBL,Vick Pyrena Sabor Mel e Limão com 5g - Procter Gambl,7896093001054,5.02,5.9,0.88
PROCTER  GAMBL,Vick 44E Xarope com 120ml - Vick,7590002023228,32.96,37.45,4.49
BIOSINTETICA,Vasogard 50mg com 60 Comprimidos - Ache,7896181907626,38.48,42.58,4.1
EUROFARMA RX,"Zart H 50/12,5mg com 30 Comprimidos - Eurofarma",7891317451417,42.89,53.25,10.36
BIOLAB RX,Vonau Flash 4mg com 10 Comprimidos - Biolab,7896241296523,40.94,47.61,6.67
